"","Raw_NS.1","Raw_NS.2","Raw_NS.3","Raw_NS.4","Raw_NS.5","Raw_NS.6","Raw_NS.7","Raw_NS.8","Raw_NS.9","Raw_NS.10","Raw_NS.11","Raw_NS.12","Raw_NS.13","Raw_NS.14","Raw_NS.15","Raw_NS.16","Raw_NS.17","Raw_NS.18","Raw_NS.19","Raw_NS.20","Raw_OA.1","Raw_OA.2","Raw_OA.3","Raw_OA.4","Raw_OA.5","Raw_OA.6","Raw_OA.7","Raw_OA.8","Raw_OA.9","Raw_OA.10","Raw_HS.1","Raw_HS.2","Raw_HS.3","Raw_HS.4","Raw_HS.5","Raw_HS.6","Raw_HS.7","Raw_HS.8","Raw_HS.9","Raw_HS.10","Raw_MA.1","Raw_MA.2","Raw_MA.3","Raw_MA.4","Raw_MA.5","Raw_SCO.1","Raw_SCO.2","Raw_SCO.3","Raw_SCO.4","Raw_SCO.5","Raw_SCO.6","Raw_SCO.7","Raw_SCO.8","Raw_SCO.9","Raw_SCO.10",">>NormaExpression","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","NS.7","NS.8","NS.9","NS.10","NS.11","NS.12","NS.13","NS.14","NS.15","NS.16","NS.17","NS.18","NS.19","NS.20","OA.1","OA.2","OA.3","OA.4","OA.5","OA.6","OA.7","OA.8","OA.9","OA.10","HS.1","HS.2","HS.3","HS.4","HS.5","HS.6","HS.7","HS.8","HS.9","HS.10","MA.1","MA.2","MA.3","MA.4","MA.5","SCO.1","SCO.2","SCO.3","SCO.4","SCO.5","SCO.6","SCO.7","SCO.8","SCO.9","SCO.10",">>DiffResult","NS_mean","OA_mean","HS_mean","MA_mean","SCO_mean","Log2FC(Max/Min)","ANOVA_pvalue","MA-HS","NS-HS","OA-HS","SCO-HS","NS-MA","OA-MA","SCO-MA","OA-NS","SCO-NS","SCO-OA","ANOVA_p.adjust","Diff"
"CLU-N354-H5N8F1",1387163.47,1042545.781,,,3226198.168,880319.1306,,,,,,532090.6872,,,1375770.867,,,,,,,,1306109.299,,,,,,,,,,,,,,,,,,,4848406.597,4877837.084,,954620.4503,,,,,,,,,,,">>NormaExpression",20.403707421143,19.9916806908382,0,0,21.6214040747168,19.7476687332348,0,0,0,0,0,19.0213153390947,0,0,20.3918098288741,0,0,0,0,0,0,0,20.3168453047239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2090795580385,22.2178104391255,0,19.8645692284822,0,0,0,0,0,0,0,0,0,0,">>DiffResult",6.05887930439507,2.03168453047239,0,12.8582918451293,0,12.8582918451293,0.00745353990819953,0.0178791634647928,0.215106439764825,0.97038715421229,1,0.346370663525029,0.0652328732966917,0.0178791634647925,0.611539784865038,0.215106439764825,0.97038715421229,0.0239684842139892,"YES"
"CLU-N354-H6N2",19026655.14,22983898.03,13620620,25138634.81,28769918.06,10867104.14,15736406.14,23868355.35,22203025.2,11960739.97,22086641.98,19411859.6,13672877.47,20823052.54,17152190.55,29860767.12,22294186.66,23703623,34687311.56,15722378.8,49830272.27,32993477.42,51532727.8,30788192.85,57675990.08,17199565.35,37459879.14,9022513.299,32421807.35,33435107.22,14040820.2,15970454.89,4792941.32,34155547.11,20981301.68,19469435.38,17508009.32,6233426.371,16962864.24,4128879.038,21023240.47,20588866.35,10948258.82,14289961.01,9335698.971,8775454.195,19810685.75,16819068.12,15774964,9428131.562,26490010.42,7786711.896,18607283.57,32111582.08,43181056.55,">>NormaExpression",24.1815187001204,24.4541202243405,23.6992891453293,24.5834030258415,24.7780578264809,23.3734643399597,23.9076028535332,24.5085958855391,24.4042529888136,23.5118034317268,24.3966708197019,24.2104350692155,23.7048136611596,24.311678308449,24.0318895867507,24.8317479411596,24.4101642969093,24.4986043109778,25.0479047346845,23.906316270218,25.5705191500169,24.9756775498665,25.6189856534033,24.8758739002179,25.7814675539983,24.035868855151,25.1588429476231,23.1050980938507,24.9504612246789,24.9948604511342,23.7431239806604,23.9289021604832,22.192480147472,25.0256166081927,24.3226009184676,24.2147077843484,24.06151180369,22.5715941983068,24.0158765439243,21.9773190718546,24.3254817927008,24.295361129758,23.3841982419315,23.7684987452319,23.1543267660479,23.0650425312698,24.2397755572429,24.0035945236022,23.9111334685076,23.168540612723,24.6589451298735,22.8925830029436,24.1493641971351,24.9365904549484,25.3638952411397,">>DiffResult",24.2376166710456,24.9067655379941,23.60537332174,23.785573335134,24.0389464719386,1.30139221625409,0.00287640310126714,0.990711146042967,0.172033269150786,0.00162968222642779,0.663121783469813,0.718308930040798,0.0480980292056405,0.967142610557075,0.131683950954377,0.952538632872669,0.0685239716303382,0.0116350007798661,"YES"
"CLU-N354-H6N3",6859041.055,24288462.37,14315369.1,11252585.13,21657784.48,17551891,16059939.3,26858853.44,30955815.18,23280223.23,23676808.29,11990625.13,11760331.44,17972534.48,17728065.37,20941102.03,15377776.5,10477892.77,34110413.04,11413618,12468430.09,10639670.87,18220238.89,16805415.04,13236881.11,6555027.057,10875181.24,7143548.452,14964233.49,17321054.28,8393978.534,22913515.82,6978960.732,9413358.008,18161137.99,3303747.884,9243989.531,9352167.021,12027254.91,19065972.89,53861765.11,37853110.69,35844151.5,18306743.73,3374147.447,12301897.92,13179752.79,16877754.3,16412102.83,15558815.52,40719585.64,13547052.73,11921084.47,17697459.65,22313500.04,">>NormaExpression",22.7095756706488,24.533767883761,23.7710616335032,23.423753271712,24.3683823983694,24.0651232179263,23.936963194112,24.6788944377418,24.8837071620426,24.472601618246,24.4969713392811,23.5154036599996,23.4874255069335,24.0992906159859,24.0795318518558,24.319834099508,23.874343674571,23.320845404659,25.0237089310312,23.4442529742884,23.571776605636,23.34295032268,24.1190386181833,24.0024229230976,23.6580600058309,22.6441705248449,23.3745362412227,22.7682096610007,23.8350151424643,24.0460234927083,23.0009235150078,24.449695568048,22.7345809903563,23.1662781870142,24.1143513494227,21.6556726018515,23.1400843513186,23.1568694188779,23.5198041848118,24.1844968900245,25.6827582003334,25.1739085650886,25.0952344456955,24.125871940906,21.6860920162868,23.5523776912408,23.6518200839305,24.008619706118,23.9682568506904,23.8912289902386,25.2792195803538,23.6914757865434,23.5070122700525,24.0770390318378,24.4114135577476,">>DiffResult",24.0252719273088,23.5362203537669,23.3122757056733,24.3527730336621,24.0038463548753,1.04049732798876,0.0408017399162549,0.0946870011557188,0.112488180453576,0.961205160416551,0.244684130979021,0.902527637110085,0.278432601163292,0.911055969721426,0.444080092223787,0.999992794123195,0.626387451144145,0.088817603687738,"NO"
"CLU-N354-H6N3F1",68134717.76,79767694.91,55284746.67,63810897.26,101438161,36784417.86,60257631.98,67898129.53,61259746.5,74363060.04,73914683.21,47074929.72,40886822.2,50111803.35,58163368.44,101478797,85670617.82,37563416.96,83965676.94,31691464.4,62738299.48,41582567.82,101808883.9,70568769,73838702.6,21827067.45,67708226.03,57523982.67,45073192.86,54848020.08,57903303.66,76136728.25,39292127.68,64145360.41,80898453.82,57512955.24,20202940.17,6533353.967,73493491.46,77071088.35,158157903.5,26655702.47,136081985.9,63595557.38,37226307.87,42584466.38,59061941.67,65243985.31,52315909.07,57852805.65,106866623.7,37482685.37,50097349.39,66549734.77,112216974.4,">>NormaExpression",26.0218867901894,26.249301270482,25.7203781791029,25.9272995070563,26.5960252691377,25.1325914632784,25.8446406667973,26.016868516852,25.8684360846703,26.1480828219936,26.1393576690765,25.4884556358437,25.2851326377716,25.5786471492936,25.7936075121068,26.5966030952245,26.3522971736782,25.1628250064788,26.3232963922865,24.9175910350845,25.9028431127063,25.309475549618,26.6012882305501,26.0725265285265,26.1378738877495,24.3796150420597,26.0128278063466,25.777660253444,25.4257663464088,25.7089362332525,25.7871423523318,26.1820892588535,25.2277369931914,25.9348416066466,26.2696088113067,25.7773836602273,24.2680620018664,22.6393925949837,26.1311131752309,26.1996864468768,27.2367904205373,24.6679409209302,27.0199008698061,25.9224226730087,25.1498192387963,25.3438239697767,25.815725474701,25.9593415954639,25.6407464230833,25.7858836156241,26.671236117322,25.1597210183237,25.5782309666282,25.9879296022635,26.7417156923802,">>DiffResult",25.8581661938202,25.7328812990662,25.4417056901515,25.9993748246157,25.8684354475567,0.557669134464216,0.568604738300438,0.641092243434069,0.59217139586265,0.901294065441992,0.694684407616894,0.995257362776148,0.963743122018604,0.997513944648312,0.992020290540331,0.99999960360822,0.993776568771751,0.634860495771931,"NO"
"CLU-N354-H6N3F2",60756193.71,40039332.31,17356036.8,56556537.06,19295008.64,23792082.92,13318266.82,21463960.6,47606707.09,45667893.07,29823790.8,18477299.59,39454179.87,32605506.06,31454227.31,40751737.97,33592955.41,8036833.444,49317131.59,19207416.36,58110831.64,28539963.24,48249842.98,47398285.39,30154311.75,9723056.17,51206367.75,36371123.76,37668238.83,42854023.56,31928390.93,34112875.53,16598820.92,67439586.26,33770466.49,37379554.49,13710007.67,22309662.57,24562217.98,35579367.06,28296312.05,45190541.01,30013350.56,15380340.57,6721414.942,7543290.625,53808399.5,49485220.72,18802479.4,42041330.86,67236869.91,24107069.63,27670642.56,10699449.89,28016312.75,">>NormaExpression",25.856528177815,25.2549146164483,24.0489342975515,25.7531904767823,24.2017244288773,24.5039783054315,23.6669031212453,24.3554130428781,25.5046615370371,25.4446769269994,24.8299603578921,24.1392506682663,25.2336748516701,24.9586123199918,24.9067506320899,25.2803582879691,25.0016554324055,22.9381959325146,25.5555855848273,24.1951602106795,25.7923037906514,24.7664801913585,25.5240209415219,25.4983315659229,24.8458610191752,23.212978573539,25.6098199196054,25.1162902053634,25.1668452844929,25.3529273630675,24.9283365577699,25.0238130779313,23.9845775159954,26.0070923710168,25.0092588151541,25.1557460771634,23.7087261476673,24.4111654220987,24.5499375655887,25.0845375507356,24.7541107493887,25.4295175248374,24.8391010964102,23.874584207555,22.6803337543103,22.8467627711745,25.6813280863171,25.5604944068878,24.1644196572174,25.3253050384921,26.0027492497662,24.5229530167557,24.7218528625513,23.3510334217163,24.739763809686,">>DiffResult",24.7815064604686,25.0885858854698,24.7863191101121,24.3155294665003,24.6916662320564,0.773056418969468,0.540964639094978,0.831658768787233,0.999999987583469,0.921924466083527,0.998989252896112,0.786552074804441,0.430763571589568,0.917648608900701,0.868691371778505,0.99855137251348,0.814782033723516,0.61231300952359,"NO"
"CLU-N354-H6N3F3",17293113.16,9891728.732,,9847550.228,6652506.434,4186585.534,,,16254027.65,6900859.997,7764098.655,,13542509.33,,,6256409.025,5772278.791,7118904.351,10704560.34,,21546828.6,7285122,8299526.72,5142986.023,13275722.34,4219319.846,14104301.75,,6595880.069,21756959.59,,32161246.23,,15694790.91,13840598.12,6033281.024,9780375.364,,,,,,,896387.7183,353021.2852,4711301.984,21862349.43,12920397.17,,25436033.4,17212984.74,8177790.398,16899087.46,5642855.775,11814103.25,">>NormaExpression",24.0436943584452,23.2377913913781,0,23.2313335862348,22.6654667867459,21.9973430143185,0,0,23.9542940065394,22.7183449426076,22.8883872050022,0,23.6909918554845,0,0,22.5769036346628,22.4607098004258,22.7632239894351,23.3517223412453,0,24.3609722710273,22.7965218998833,22.9845978123621,22.2941750827507,23.6622871339491,22.0085793666073,23.7496320118804,0,22.6531339549536,24.3749736928584,0,24.938820020282,0,23.9037825652309,23.7224030586851,22.5245115916217,23.221458552705,0,0,0,0,0,0,19.7737649660394,18.4293997336633,22.1676946840637,24.3819451782779,23.6231471946949,0,24.6003704292753,24.0369940311238,22.9632798318816,24.0104420935767,22.4279943013946,23.4940069119683,">>DiffResult",14.9790103456263,20.8884873226272,11.8310975788525,7.64063293994055,21.1705874656257,13.5299545256851,0.054381336638459,0.944409821244066,0.931555922028989,0.292884480445184,0.263974525620022,0.610774159194111,0.143872727567407,0.129712135854397,0.574886444551107,0.530015104809742,0.999996631663644,0.109795824750187,"NO"
"CLU-N354-H6N3S1",9993208.078,10271713.04,10516680.27,,4178396.289,7745216.294,,7822459.881,10173094.23,3111217.328,6671689.652,,4742680.613,7603679.915,,6753368.003,5562711.42,2373703.526,12403277.7,,,,,,4716544.955,,,,,3537029.695,,,,,,,,,,,12046416.48,9643396.303,6533140.409,1808346.246,1165913.655,,,,,,4866089.121,,,1194566.12,,">>NormaExpression",23.2525166084505,23.2921736083482,23.3261761720081,0,21.9945182421075,22.8848742840755,0,22.8991911080983,23.2782553594913,21.5690482080637,22.6696209658447,0,22.1772715895941,22.8582665605418,0,22.6871759576169,22.4073570926823,21.178708931682,23.5642181992581,0,0,0,0,0,22.1692992937875,0,0,0,0,21.7541073083891,0,0,0,0,0,0,0,0,0,0,23.5221008270737,23.2011100569357,22.6393454363486,20.7862403056945,20.1530307563921,0,0,0,0,0,22.2143316088598,0,0,20.1880564871374,0,">>DiffResult",17.0019686443931,4.39234066021766,0,22.0603654764889,4.24023880959972,22.0603654764889,5.42926521263198e-07,0.000114368059872416,2.55269931638269e-05,0.759921624381288,0.782549390991117,0.739621386634559,0.00262524001656839,0.00236878953079456,0.00234868416789979,0.00202911680506113,0.999999332883651,1.54800269111385e-05,"YES"
"CLU-N354-H6N3S1F1",7094639.347,4173804.002,1806223.81,,2546167.043,3991717.691,,1962265.445,2229088.117,,,,,,5271888.177,19325115.11,,5351496.525,8970686.266,,,,,,,,8086213.647,,14172559.35,,,23299246.77,,,,,,,,,7202424.619,3375199.991,6035501.225,924429.6102,,,,,,5554187.779,,,,,,">>NormaExpression",22.7582981200299,21.992931769434,20.7845460369422,0,21.2798962072604,21.9285786223141,0,20.9040895195364,21.0880228647392,0,0,0,0,0,22.3298886123801,24.2039737464506,0,22.3515112308524,23.0967870870515,0,0,0,0,0,0,0,22.9470330695022,0,23.7565970767071,0,0,24.47378004158,0,0,0,0,0,0,0,0,22.780051425764,21.6865419855869,22.5250423945497,19.8182055062594,0,0,0,0,0,22.4051447824728,0,0,0,0,0,">>DiffResult",12.1359261908495,4.67036301462093,2.447378004158,17.361968262432,2.24051447824728,15.1214537841847,0.00606913724151838,0.0513858077132366,0.0877921539500209,0.985524472199244,0.99999876319835,0.814942120391301,0.132613813037567,0.0467077928919893,0.283251500662452,0.0774527032789416,0.979851393692162,0.0203290012473782,"YES"
"CLU-N354-H6N4F1",,,,,13998102.91,,,6996883.436,,2837048.963,3216965.738,,,,,,21936700.88,8500091.51,8557935.773,6813895.127,,,,,7697283.349,9237864.17,8367326.438,,13678574.31,,3186455.886,,20779787.23,,,6379303.831,,3530110.492,,9299406.429,9306373.377,18639868.91,3543007.87,17897667.96,12548819.43,13630899.02,3883995.862,5732611.617,5099909.15,13344421.12,24476960.41,,6651159.635,6238548.77,3069235.402,">>NormaExpression",0,0,0,0,23.7387280867463,0,0,22.7382812329096,0,21.4359601273166,21.6172695885692,0,0,0,0,0,24.3868433012088,23.019047112103,23.0288315895316,22.7000485240663,0,0,0,0,22.8759181128887,23.1391280590063,22.9963354623936,0,23.7054146385703,0,21.6035217099817,0,24.3086776158028,0,0,22.6049677877482,0,21.7512823183774,0,23.1487073579663,23.1497877943494,24.1518884554885,21.7565436466034,24.0932683634977,23.5810484236252,23.7003774876549,21.8891106044842,22.4507613611087,22.2820403992924,23.669733495157,24.544921136016,0,22.6651746838108,22.5727792646306,21.5494483402045,">>DiffResult",9.13325047812257,9.27167962728588,11.3417156789876,23.3465073367128,20.5324346772359,14.2132568585903,0.0131690116948357,0.246252279297358,0.982635588686276,0.992082342078918,0.306699174206635,0.0692260094279168,0.122942191994205,0.988243312408757,0.999999690320068,0.0552456148860464,0.136177795553217,0.0382541126287598,"YES"
"CLU-N354-H6N4F2",,5255328.871,,,,6457117.109,3941109.575,6836654.196,,7522728.243,4988584.321,,32495247.66,,34370897.11,87033695.54,,,34399978.58,,72957688.75,,,,42787994.77,22208599.96,83530206.08,5261629.78,17601935.06,47487446.29,,,70145364.43,6413879.209,,101720694.5,,7059181.509,,39549068.8,25087660.93,,12703769.48,,,10546399.42,48998775.53,8994691.756,13823161.34,6558441.728,22133193.19,,34413818.23,8029611.206,12796203.3,">>NormaExpression",0,22.325349892659,0,0,0,22.6224589853997,21.9101707967919,22.7048592347297,0,22.8428247353494,22.2501993188065,0,24.9537254520213,0,25.0346842139699,26.375070736657,0,0,25.0359043727482,0,26.120556710614,0,0,0,25.3507027675618,24.4046151767883,26.3157946788486,22.3270785843517,24.0692307857187,25.5010428697436,0,0,26.0638444509928,22.6127659783742,0,26.6000379904843,0,22.7510696907103,0,25.2371404269069,24.5804746878016,0,23.5987534167581,0,0,23.3302473425431,25.5462423906611,23.1006425715385,23.7205843646219,22.6449218635424,24.3997083353926,0,25.0364846748108,22.9368988830954,23.6092125955574,">>DiffResult",11.8027623869566,17.4089021573627,12.3264858537468,9.63584562091193,21.4324943021763,11.7966486812644,0.190221709497912,0.993337173950399,0.99995851301314,0.867426522521301,0.421049652968541,0.995885094284195,0.745078200789864,0.364013642664846,0.731076963569332,0.227224336380489,0.938658905197103,0.276923011709912,"NO"
"CLU-N354-H6N4F3",64085035.72,61785494.2,15346945.57,27816577.74,15578824.51,40356813.64,,12642827.15,39794401.11,19556471.97,26820438.9,,,41915029.87,57045918.77,27970201.66,48636524.75,37247924.49,19836857.53,18500526.37,81431863.21,38005486.43,19244202.63,29063674.02,64577962.34,,65193615.29,,62594955.89,16977551.12,,46663977.26,7806539.634,,,69298691.67,,13207399.62,,,,,,6193270.805,,14555023.43,113828603.2,45478374.49,29817037.06,53239703.43,58407692.7,2135955.653,51429014.69,29186309.9,23720263,">>NormaExpression",25.9334842040525,25.8807648541351,23.8714483096105,24.7294416528062,23.8930831367145,25.2663089713508,0,23.5918158889282,25.2460621649265,24.2211428664284,24.6768295642557,0,0,25.320964356179,25.7656203651322,24.7373873712083,25.5355368407261,25.1506567416352,24.2416802351963,24.1410630605336,26.2790900943603,25.1797044016229,24.1979206345122,24.7927138034489,25.9445386061604,0,25.9582273679677,0,25.8995430919306,24.0171251255218,0,25.4758059713475,22.8962519479327,0,0,26.0463248001772,0,23.654843218484,0,0,0,0,0,22.5622703325313,0,23.7950139251776,26.7622878998014,25.4386773855838,24.8296336157167,25.665999226097,25.7996550835182,21.026450938664,25.6160792061433,24.7987885323788,24.4996167309829,">>DiffResult",21.110164529191,20.2268863125525,9.80732259379414,4.51245406650627,24.8232202544064,20.3107661879001,0.000316732804144308,0.844821043165446,0.0265628474998602,0.116747391455828,0.00739324347720494,0.00830190290618205,0.0304077247839409,0.00245040295373444,0.999231741328948,0.848720118605962,0.813493231466028,0.0021908914085485,"YES"
"CLU-N354-H6N5F1",14276801.37,20483578.62,32853511.89,3008593.202,19271721.21,14875656.99,4665268.858,23673598.46,44925762.24,21320232.88,8858299.381,15089340.9,15215188.79,6352161.047,7234320.766,20176321.32,21976109,3377219.963,13998513.11,10707573.19,6829241.129,16330751.74,38826816.94,8186849.854,10751463.71,14212626.23,17135842.28,16722099.09,15035710.48,13088569,4075419.407,11000400.52,15067935.83,5561542.282,,6886287.908,4873029.637,9914441.899,,,22360953.89,23892180.67,18924377.3,16672142.97,9467920.957,5035749.17,5834988.793,15849955.84,8424469.291,3448522.537,10686880.75,19977830.45,9353606.688,7774868.551,,">>NormaExpression",23.767169553836,24.2879645206017,24.9695443044097,21.5206580989789,24.1999821674904,23.8264501482903,22.1535291041071,24.4967757419905,25.4210396779792,24.3457199285594,23.0785984885198,23.8470265503737,23.8590089939486,22.598816286185,22.7864263365035,24.2661598924601,24.3894327010729,21.6874051436342,23.7387703628173,23.3521283375343,22.703294054516,23.9610879553706,25.2105501399283,22.9648771822396,23.3580298808549,23.7606699282468,24.0305138549562,23.9952527077528,23.8418898011212,23.6418041475448,21.9585174600322,23.3910528479925,23.8449785543458,22.4070538437017,0,22.7152952784625,22.2163878621825,23.2411002777913,0,0,24.4144784617689,24.5100352610272,24.1737425700638,23.9909363051884,23.1746163834752,22.2637752802122,22.4762987015891,23.9179755760713,23.006154545521,21.7175473828746,23.3493376248408,24.2518966544428,23.1570914893739,22.8903870388177,0,">>DiffResult",23.6296303169646,23.7467969652531,15.9774386124509,24.0527617963047,20.7030464293743,8.07532318385383,0.00959819767108829,0.0851631762609131,0.00867745190930813,0.0274868012927419,0.348972529249532,0.999883917202707,0.999977820971471,0.816046965024264,0.999998085585334,0.67160372543444,0.75044566061209,0.0296049949274465,"YES"
"CLU-N354-H6N5F2",20523415.43,27078427.27,18449341.71,16689467.3,13551317.16,20523500.03,15183444.1,38796730.67,25807897.34,23443604.19,19051132.48,11407207.36,13904345.52,17062854.54,29546673.93,33026566.81,27131968.87,8745845.817,10523595.32,6611190.775,18395195.41,18084519.28,53237696.45,32947354.44,27247105.3,9287967.031,17373390.78,36705532.98,21427211.7,6259743.54,18112699.47,6413405.378,11104772.66,17952368.85,13202260.84,15365694.46,,6597447.432,20354702.58,37220807.91,46149007.76,21215652.42,28488882.96,19270336.49,22383543.33,,6453203.721,11025547.51,11295584.46,8810329.499,14127362.25,15813614.51,9216110.91,2994230.517,11564990.21,">>NormaExpression",24.2907675733414,24.6906406663119,24.1370660828866,23.9924346576675,23.6919298560417,24.2907735202922,23.8559958373611,25.2094317856423,24.6213093249029,24.4826911106693,24.1833735001101,23.4434424341064,23.7290326063424,24.0243557721019,24.8164924483568,24.9771237137389,24.6934904600256,23.0601666492446,23.3271244778143,22.6564789337804,24.1328257446116,24.1082519929852,25.6659448397194,24.9736593344005,24.6995996849886,23.1469315758088,24.0503761008447,25.1294942543542,24.3529408574168,22.577672351339,24.1104983217218,22.6126593940814,23.4046766520606,24.0976709676007,23.6542817805991,23.8732097298074,0,22.653476738303,24.2788588762678,25.1496060736592,25.4597963245985,24.3386257770272,24.7638957700112,24.199878502627,24.4159351626551,0,22.6215843634855,23.3943470944136,23.4292557130168,23.0707647088246,23.7519888884735,23.9146639169185,23.1357268046614,21.5137543456686,23.4632608336621,">>DiffResult",24.1087060705369,24.2837696736469,21.3834938534101,24.6356263073838,20.8295346669125,3.80609164047133,0.198377099940984,0.682072065191989,0.528992431590846,0.60629019010331,0.998707302099282,0.999315648743867,0.999903863760548,0.541215133473543,0.999976313116141,0.34231046034386,0.435365532061934,0.284892911340308,"NO"
