,NS.1,NS.2,NS.3,NS.4,NS.5,NS.6,NS.7,NS.8,NS.9,NS.10,NS.11,NS.12,NS.13,NS.14,NS.15,NS.16,NS.17,NS.18,NS.19,NS.20,OA.1,OA.2,OA.3,OA.4,OA.5,OA.6,OA.7,OA.8,OA.9,OA.10,HS.1,HS.2,HS.3,HS.4,HS.5,HS.6,HS.7,HS.8,HS.9,HS.10,MA.1,MA.2,MA.3,MA.4,MA.5,SCO.1,SCO.2,SCO.3,SCO.4,SCO.5,SCO.6,SCO.7,SCO.8,SCO.9,SCO.10,>>DiffResult,NS_mean,OA_mean,HS_mean,MA_mean,SCO_mean,Log2FC(Max/Min),ANOVA_pvalue,MA-HS,NS-HS,OA-HS,SCO-HS,NS-MA,OA-MA,SCO-MA,OA-NS,SCO-NS,SCO-OA,ANOVA_p.adjust,Diff
AGRN-N250-H3N2F2,19.75565023,19.94649491,19.04877058,20.12040808,19.79777993,19.83984542,19.25080666,19.45008375,19.97239986,19.28306028,20.06392944,19.14947219,18.96892142,20.11837765,19.77569296,20.6629081,20.92532117,19.81375364,19.52253823,20.35094128,0,18.97859978,18.90377176,18.10771568,20.52600504,19.62992677,18.26905008,19.93563845,20.29996893,20.0108946,18.48856743,18.76182239,18.64776764,17.76737189,19.75584116,19.0810548,0,17.81153487,0,0,20.28241982,0,0,21.28976088,21.06303878,20.73685141,18.16480286,19.85469079,20.11331079,18.98804685,20.97647923,19.46766357,19.68693721,19.9403975,20.62886783,>>DiffResult,19.79085779,17.46615711,13.03139602,12.5270439,19.8558048,7.328760908,0.009544341,0.999838983,0.026948589,0.415473113,0.070028894,0.093875743,0.511521117,0.144358977,0.827103039,0.999999821,0.879309908,0.029516757,YES
AGRN-N250-H3N3F2,19.4647242,0,19.29223532,20.39136162,19.75876031,19.87921109,19.79899298,19.74324998,0,0,19.79908382,19.22769657,0,20.20200434,19.96859488,20.79105437,21.5210939,19.38321118,18.74210967,20.62301461,20.29982852,20.03510926,19.98392512,19.45369678,21.16521743,20.5773069,19.41117895,19.84481484,21.37600167,20.91492532,19.51173864,19.44160929,19.32968587,18.87595207,20.61812935,20.04547962,18.64900261,18.3335217,0,19.21281718,19.64574628,0,18.96590043,20.31757624,19.81560109,20.28827897,0,19.83279865,20.22726817,19.29265636,21.09419252,19.5749795,20.12325063,20.32306003,20.62219109,>>DiffResult,15.92931994,20.30620048,17.40179363,15.74896481,18.13786759,4.557235669,0.532233396,0.991628892,0.980078969,0.872519376,0.999206039,0.999998116,0.735813748,0.967122882,0.463423316,0.916462771,0.952091982,0.605823602,NO
AGRN-N250-H4N3F1,18.45059166,0,0,18.77136227,19.13013364,19.53470818,18.5897995,19.42271286,18.85797695,17.73443823,19.20508689,17.80041159,18.77360121,19.30441712,19.34559843,20.03280255,19.99536389,18.37337755,0,19.27218572,18.50562723,0,0,0,20.26757506,17.81751023,17.72897255,19.51177355,19.64382661,19.37574929,18.17861243,18.57354434,0,0,19.90273083,19.64836817,0,0,0,0,19.07832285,0,18.63050632,0,18.85577942,19.19267568,0,18.36635097,18.83055971,0,20.24081739,0,0,19.27790484,19.71510722,>>DiffResult,16.12972841,13.28510345,7.630325577,11.31292172,11.56234158,8.499402835,0.172436054,0.939950277,0.109167395,0.608544912,0.855127406,0.809179363,0.993957827,0.999998322,0.91891233,0.669002105,0.992178326,0.258345116,NO
AGRN-N250-H4N3F2,21.87415984,21.98057477,21.88778359,22.65736095,22.51691268,22.45795667,22.13016382,22.30477398,22.24779373,21.52392682,22.35729988,21.76411735,22.34851131,22.38884348,22.60678206,23.11294801,23.82273192,22.02989824,21.63949826,23.01961927,22.57561438,22.05389295,22.04196597,21.46989094,23.25664784,22.5697889,21.51919004,22.34599608,23.39822274,22.76352955,21.73407356,21.59416734,21.37498041,21.49565418,23.33362308,22.45590645,20.84364768,20.53532048,21.14509751,21.36098848,22.4303958,21.38514804,21.69102352,22.80286313,22.28875187,22.69208826,20.43375405,21.98607835,22.4547101,21.64484957,23.56901013,21.63665964,22.59595545,22.35501857,23.32808416,>>DiffResult,22.33358283,22.39947394,21.58734592,22.11963647,22.26962083,0.812128022,0.063922673,0.628046523,0.055920579,0.081285904,0.195094426,0.971518448,0.94646617,0.994663846,0.999165906,0.999258085,0.993318907,0.123625148,NO
AGRN-N250-H4N3S1F1,19.62233005,19.41754915,18.45257244,20.79241463,19.18594099,20.5007684,19.67071217,19.51180453,19.89184572,18.87833397,20.44816706,18.53319193,19.83711957,19.0922792,19.8597702,20.60247872,20.41909098,19.07587653,20.51499187,19.62664404,18.86764574,0,19.32808722,0,19.78860217,0,18.92134069,19.67705742,0,19.58659992,0,0,0,0,0,0,0,17.32371677,0,0,20.69160967,0,0,19.94985852,0,0,0,19.71257876,18.0812774,19.46590319,21.58819645,18.84566542,18.42834358,19.47014066,20.8208347,>>DiffResult,19.69669411,11.61693332,1.732371677,8.128293637,15.64129402,17.96432243,2.72E-07,0.429624502,1.04E-07,0.016379664,0.000282572,0.010723385,0.879961975,0.26988192,0.026714834,0.538952034,0.675511125,9.07E-06,YES
AGRN-N250-H4N3S1F2,22.19859119,23.21467309,22.17566753,22.30999902,22.7264376,23.06165442,22.13969502,21.97366915,22.80845633,22.17790627,22.69852077,22.35465889,23.84126106,22.13565339,22.59351119,23.63808512,23.77793499,22.417149,22.27539413,23.16750118,21.83246378,20.84005944,21.3532587,20.62415227,22.50146979,20.59802654,21.34891161,22.31275243,22.00551229,21.92712936,21.67449905,21.82506052,21.65261115,20.85138771,22.46292912,21.75289812,20.21459581,20.66251566,20.56119084,20.60639439,23.06969623,22.20317248,21.99795702,23.05577175,22.555766,22.3149164,19.77094405,22.78410387,22.09618597,22.1095635,23.26584691,21.62113023,22.35321775,22.89750799,23.59517829,>>DiffResult,22.68432097,21.53437362,21.22640824,22.5764727,22.2808595,1.457912728,1.58E-05,0.011951213,4.16E-05,0.878666835,0.017896701,0.998283974,0.084723752,0.946234057,0.001530146,0.613902437,0.1666562,0.00021831,YES
AGRN-N250-H4N4F2,20.57188319,0,20.79018795,21.41961479,0,21.16416985,21.28131793,20.90971458,20.91121273,20.26883232,20.8824494,19.54868173,20.27549274,21.03539307,21.03425284,21.86925898,22.17097722,20.51768437,20.20502841,21.66949511,21.66663482,21.05419732,21.47142115,20.74863312,22.16800435,20.66265384,20.62375098,21.05349653,22.17623524,21.60410671,20.7780639,20.68827588,20.95887205,20.54100319,22.16753597,21.61617584,0,20.08002872,20.25358008,20.52085395,21.25729453,20.79292297,21.03563345,21.40850237,20.83073053,21.64270336,21.3487963,21.21445878,21.38621295,21.84100459,21.16401833,20.86792828,21.86379387,21.53497068,22.39550505,>>DiffResult,18.82628236,21.32291341,18.76043896,21.06501677,21.52593922,2.765500263,0.451567859,0.909684022,0.999999655,0.766851856,0.7132822,0.889353268,0.999979795,0.999795946,0.680839406,0.613994395,0.999982533,0.538106857,NO
AGRN-N250-H4N4S1F1,20.62692083,19.61597288,20.56351918,22.53340669,20.98554061,22.80343387,0,20.50184965,22.2698679,0,22.11924055,21.17829487,21.94983184,22.18735106,21.82482577,23.39040516,23.19134183,19.90940009,0,21.60656956,20.55907557,21.68871925,20.33869474,0,21.51485255,0,21.85232577,21.64677717,22.76325346,21.97730609,21.68450607,21.41759841,0,20.94415734,22.10681405,22.47561457,20.10383077,20.61670517,20.24750019,0,20.70056813,19.93504907,19.86360215,0,0,0,0,0,0,20.32089152,21.40908602,20.4202704,20.48508442,20.97717286,21.84731625,>>DiffResult,18.36288862,17.23410046,16.95967266,12.09984387,12.54598215,6.263044748,0.432665253,0.869141113,0.994728635,0.999995322,0.818812506,0.653454339,0.844841791,0.999985502,0.997731535,0.482928516,0.784069413,0.522505868,NO
AGRN-N250-H4N4S1F2,22.77348156,22.91085551,0,23.36407815,19.89568154,24.54938278,0,22.90112735,22.99961995,22.05775246,23.40445057,23.10797849,24.73003249,22.75315387,23.04933075,24.23370995,25.20484624,22.70604181,22.28982739,23.87332205,22.9784089,22.31477861,22.88235701,22.24596733,23.80956992,0,22.50210856,22.66505323,23.65713716,0,23.14872582,0,23.33422936,22.35541192,23.94005073,0,0,22.36431932,22.01921154,0,23.32552556,0,0,23.34236526,22.31953591,23.38149223,21.23100481,23.37091487,0,22.75635049,24.19342346,0,23.30798364,23.83412518,24.28463538,>>DiffResult,20.84023365,18.30553807,13.71619487,13.79748535,18.63599301,7.124038777,0.326131397,0.999999986,0.321130462,0.820716291,0.780570405,0.586861798,0.910533836,0.887301045,0.959328408,0.975425825,0.999991711,0.415755292,NO
AGRN-N250-H4N5S1F1,19.07347891,0,19.8096884,19.68699375,19.72267153,0,0,20.00122769,18.88837851,0,19.29522474,19.55221159,19.61105639,19.22128741,19.61100149,20.66674333,0,0,0,0,0,0,18.8793293,0,20.35071226,0,0,0,0,20.07118977,19.04132646,0,0,0,20.85434533,19.68008811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.69591063,0,0,19.51717347,20.88978308,>>DiffResult,11.75699819,5.930123133,5.95757599,0,6.010286717,11.75699819,0.10056865,0.769662311,0.500035404,1,0.999999994,0.101565236,0.772630482,0.763922437,0.495313801,0.509130641,0.999999968,0.172382335,NO
AGRN-N250-H4N5S1F2,20.93444704,21.48310859,21.55070669,21.86435514,21.78593691,21.52119595,21.09367746,21.91237477,21.32982857,20.58465998,21.5458334,20.98263819,20.20751297,0,21.63836557,22.38302627,22.32280954,21.68751608,20.50321254,21.69474475,20.98025867,21.35187741,21.0939142,0,21.64018529,0,20.17985036,0,21.24587943,22.4867028,21.13095011,0,0,21.83626021,23.14154901,22.04719004,0,21.05983225,20.06452549,0,21.14919483,0,20.48820061,21.10276967,0,0,0,21.90599182,0,0,23.07469939,20.70169803,0,21.89924703,22.67718872,>>DiffResult,20.35129752,14.89786682,12.92803071,12.54803302,11.0258825,9.32541502,0.071695852,0.999992501,0.246295636,0.989092714,0.990444214,0.448783353,0.990126676,0.998150015,0.551218315,0.084075304,0.880674754,0.133092654,NO
AGRN-N250-H5N4F1,0,19.5573919,19.90618177,20.28596664,20.11120805,20.47572753,20.5887692,0,20.3816576,21.10263517,19.7627812,19.77374957,0,19.73224663,22.04589863,20.7443258,20.55413929,21.12513316,21.08005352,20.69095116,20.22492049,19.79937831,20.22379696,19.48513146,22.10867013,19.51542233,19.10759585,20.81097154,0,20.3854834,20.91997815,20.07773334,0,19.46592048,22.22711199,0,0,18.65890599,19.70307041,0,21.89305218,21.62335522,0,0,0,20.64919627,0,19.6086879,20.69292969,20.53297952,21.33308597,19.22223288,20.19417483,20.37860061,21.91385432,>>DiffResult,17.39594084,18.16613705,12.10527203,8.70328148,18.4525742,9.749292718,0.096979708,0.942100013,0.467167471,0.475187704,0.428285175,0.230708328,0.236236053,0.210435326,0.999218917,0.997303483,0.999991371,0.168203677,NO
AGRN-N250-H5N4F1+174.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.12424464,0,0,0,0,20.66900847,21.06823495,0,19.92316191,0,0,20.19125992,21.67432093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1741887,22.55372851,21.83468832,23.33137775,0,0,22.22423225,22.79832317,0,0,>>DiffResult,1.006212232,10.35259862,0,0,13.59165387,13.59165387,4.78E-05,1,0.996521148,0.021796916,0.001201749,0.998715879,0.090428003,0.011716413,0.015167866,0.000477936,0.859844488,0.000517845,YES
AGRN-N250-H5N4F2,19.17119966,23.57189478,23.36363481,23.60558557,23.7252446,23.6703903,23.80732248,24.40771433,23.69199779,22.80878961,23.39994537,23.48975591,24.46221597,23.23191975,23.95545371,24.7537522,24.31602585,23.01479057,18.61958641,24.03463409,23.99030073,23.66006394,24.44619954,23.06125533,24.56063446,23.77363429,23.03604087,22.47320396,24.55389682,22.69480815,23.41592872,23.52494473,0,22.53816883,20.83259276,24.3282377,22.06415694,22.17991269,23.65898213,23.66744252,22.85579851,24.01147072,24.06587731,22.19794519,18.99895136,24.28922754,18.92797118,19.47202073,24.3198952,19.99450135,25.15657403,23.41977273,24.28124192,24.19838535,25.04077493,>>DiffResult,23.25509269,23.62500381,20.6210367,22.42600862,22.9100365,3.003967108,0.316582752,0.87680599,0.302606114,0.314702842,0.585348926,0.98913263,0.969603206,0.999049513,0.998710102,0.999018583,0.990534979,0.407134475,NO
AGRN-N250-H5N4F3,18.88613628,0,19.77272381,23.81675899,20.52401443,0,20.25059068,0,19.69060418,19.95375551,20.43953911,20.17422158,18.78089121,19.04899316,20.00746954,0,19.5058207,20.09666514,19.81298328,19.51923131,20.72879288,20.04052517,21.45642452,19.64851332,20.65185057,0,0,21.0856588,0,0,20.86595009,20.94110443,0,20.97687895,21.09447788,0,21.27092292,19.21777501,20.40565468,17.92033732,22.54897161,21.66825104,21.06479764,0,0,21.78818867,21.35149127,20.99758883,21.0127273,21.32499631,21.75028143,21.20032257,0,20.53209994,22.42983455,>>DiffResult,16.01401995,12.36117653,16.26931013,13.05640406,19.23875309,6.87757656,0.488417877,0.964374347,0.999992988,0.863039983,0.944828882,0.963291137,0.999904301,0.713087422,0.827045266,0.882447047,0.428737787,0.569820857,NO
AGRN-N250-H5N4F4,0,19.99374625,17.88109777,0,18.85302343,0,0,0,18.27469685,0,19.81988425,0,18.47820581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.29069186,0,0,19.58582376,20.23706508,19.06045264,0,0,18.93605908,0,20.35667003,21.19840522,20.88892848,20.61498913,0,0,22.51585293,0,0,21.51256702,20.99250626,0,0,0,21.46735172,>>DiffResult,5.665032718,0,9.711009243,16.61179857,8.648827793,16.61179857,0.013997929,0.615413782,0.762209189,0.117938214,0.998819863,0.112950095,0.01029925,0.477704139,0.471560535,0.906235795,0.20187681,0.03994248,YES
AGRN-N250-H5N4S1,19.61551705,0,20.11794937,20.11858409,20.30801391,20.06096802,18.22289518,20.61953141,0,18.90539091,0,0,20.00506427,0,20.03676436,0,20.98013049,19.47083533,19.49247063,17.93420162,18.92616133,0,19.01105965,0,19.93740848,0,0,18.88705468,0,20.01448546,0,19.16513415,0,18.77090805,20.29067226,20.12900719,21.91379757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.39286431,>>DiffResult,13.79441583,9.67761696,10.02695192,0,1.939286431,13.79441583,0.004068374,0.251163566,0.807003976,0.999985843,0.262344437,0.02439773,0.284130712,0.994460991,0.751780282,0.009581677,0.304181468,0.015265624,YES
AGRN-N250-H5N4S1F1,23.88502012,23.89528613,24.12300371,24.20106437,24.48532232,24.39067421,22.82985849,23.95862302,22.79544439,22.74181668,24.07339009,22.78212052,24.58204799,23.43356651,23.74907048,25.10171984,24.35390616,23.60982545,22.98063136,23.30081407,23.04962264,21.65497483,22.20902107,0,24.44445587,0,21.88612271,23.41601123,22.53661971,24.29281854,23.66544166,22.82420805,20.75409127,22.8564563,24.33790737,24.77732453,20.84046658,20.79253744,23.12877602,22.13063383,23.02714324,21.88037409,23.80605913,22.34549105,21.78409179,21.88042105,0,22.02356486,22.12793674,22.2884944,23.79734557,21.6150786,0,23.76848482,23.32862121,>>DiffResult,23.7636603,18.34896466,22.61078431,22.56863186,18.08299472,5.680665572,0.056674833,0.999999993,0.985998179,0.484217289,0.422778634,0.993909342,0.680328624,0.628630995,0.133534095,0.103985445,0.999974741,0.113446711,NO
AGRN-N250-H5N4S1F2,21.74695462,25.37921284,26.15856679,26.38708575,25.75475289,25.73996042,25.10532647,25.58644308,26.43049314,25.48122286,25.60034873,25.49801588,27.38021265,25.96905791,25.89381291,27.23415496,26.38219292,25.20821836,24.79564228,25.74979672,24.78940254,24.8824956,25.04880182,24.18924703,25.8607721,24.92951717,24.55594299,25.55206294,26.64813566,26.391608,26.13381959,25.79886265,24.7052541,25.86090873,27.00238737,26.25931425,24.30150256,24.58644351,25.52860201,0,25.7482125,24.45143747,25.20192139,26.1442669,24.76846383,24.01449726,0,24.91997957,20.71678384,24.804378,26.13882544,24.12468799,21.26538377,24.66662063,26.93719883,>>DiffResult,25.67407361,25.28479858,23.01770948,25.26286042,21.75883553,3.915238076,0.247590982,0.916243162,0.625375875,0.835141457,0.977721952,0.999811175,0.999999999,0.684203869,0.999581741,0.246698473,0.49276449,0.336160114,NO
AGRN-N250-H5N4S2F1,24.26767342,24.70524977,21.88088651,24.23321521,24.42618173,0,18.73899112,24.12351591,25.0123183,24.32440611,24.70123408,23.20831136,22.31777209,0,22.36442802,25.03179961,24.15613626,21.50840723,23.90318729,19.6211415,0,20.27909928,21.54591478,20.22880737,24.50712897,0,21.61532527,23.84573802,0,21.83014228,23.76182117,0,0,20.84707665,22.75130082,22.56409825,0,0,23.14811911,0,24.19800904,20.81688884,24.27388206,23.57492377,0,0,0,0,0,22.28925672,21.53937854,0,0,24.11357769,23.88995516,>>DiffResult,20.92624278,15.3852156,11.3072416,18.57274074,9.18321681,11.74302597,0.027652565,0.680516124,0.113908964,0.892855828,0.989496484,0.989847217,0.977586413,0.440088031,0.615941123,0.031360902,0.643362649,0.066347007,NO
AGRN-N250-H5N4S2F2,25.26345767,24.90380104,24.61490973,25.22770369,25.8849608,25.28312655,22.95702567,25.01416883,26.03618002,23.75729998,25.48825835,18.77057654,27.11264966,24.12634702,24.89586361,26.77345151,25.24124832,24.91923199,24.88271549,23.70617523,0,23.52893496,24.58706935,23.19258312,24.61189728,21.66336806,24.77082713,24.06592224,23.53018621,24.57304908,24.71485859,23.93017146,0,24.17099108,25.90478273,25.68242932,21.30345788,20.0317214,24.09473103,23.10123745,25.05609547,24.41746695,25.23422896,23.65900468,23.38444374,23.42053171,0,21.51262656,0,0,0,0,22.5964209,24.03634647,22.09222455,>>DiffResult,24.74295758,21.45238374,21.29343809,24.35024796,11.36581502,13.37714257,0.000246227,0.928078623,0.702317607,0.99999838,0.019364837,0.999961566,0.940079264,0.010636089,0.737280471,7.63E-05,0.016856835,0.001845126,YES
AGRN-N250-H6N5S1F2,20.51296415,0,0,20.82132078,0,21.08617525,0,21.17485239,21.33210163,0,20.7956079,0,20.72936487,20.63829979,0,0,0,0,20.10811087,0,0,0,20.29704512,0,21.07494111,0,19.79808903,19.78469618,20.90589165,21.11263558,20.65580288,0,0,20.56525665,21.98156174,21.87398843,19.6286421,0,0,0,20.99702269,0,20.50820154,0,0,0,0,0,0,0,21.09362171,0,0,20.40251221,21.29255774,>>DiffResult,9.359939881,12.29732987,10.47052518,8.301044846,6.278869167,6.018460701,0.781435566,0.995820554,0.998813761,0.995292872,0.903431264,0.999641221,0.959047717,0.996816691,0.953042199,0.944517185,0.715533871,0.808049461,NO
AGRN-N777-H5N4S1F1,0,0,0,23.26364416,0,0,0,23.47808166,0,0,22.74051635,0,0,0,0,0,24.01053375,22.57638483,22.08958175,22.36202122,23.14800675,0,0,0,23.98062005,22.08215699,0,0,23.92165906,23.83735271,22.89592163,0,21.56002984,0,23.67713668,23.50424584,22.29044975,21.43077669,0,0,23.12626991,21.98335801,0,22.23474197,0,0,0,21.89983931,22.41781249,0,23.26908732,0,22.10851397,23.15279977,23.35018605,>>DiffResult,8.026038187,11.69697956,13.53585604,13.46887398,13.61982389,5.593785705,0.645599209,0.999999997,0.741803547,0.996613444,0.999999984,0.883509849,0.998671608,0.999999927,0.926162399,0.73104551,0.995974415,0.694940585,NO
AGRN-N932-H4N3S1F1,21.07401357,0,21.3340867,17.57573809,23.15710237,23.0412029,20.21534521,0,20.86808284,0,21.56247278,20.18257218,21.22862732,21.09347699,0,21.81917092,20.61932037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.15916206,0,0,0,0,19.0283765,0,0,0,0,0,0,0,0,0,20.3123991,0,0,20.14483834,19.53448796,0,19.23850846,19.36368836,>>DiffResult,13.68856061,0,3.818753856,0,9.859392223,13.68856061,0.000366201,0.922610173,0.032317565,0.851074608,0.509130474,0.017938138,1,0.226982759,0.001111649,0.770618557,0.085880813,0.002391557,YES
AGRN-N932-H4N4S1F1,22.26917455,0,21.79744955,22.25609494,22.66599605,22.82950298,0,0,21.61715114,0,21.79858014,20.64665237,22.38630051,22.70071882,0,21.06390444,22.3544203,0,21.10731966,19.78445464,0,20.86961215,21.18356355,0,22.21653141,19.93665235,0,21.45456622,21.06636732,20.30799324,21.79267303,20.65057402,20.24032484,19.83190511,22.17243809,22.7263805,0,20.0148805,20.539967,21.12671334,20.82079418,0,21.15642221,19.83896286,0,0,0,20.58201628,0,0,0,19.85101028,20.76207111,21.58858403,22.09125943,>>DiffResult,15.263886,14.70352862,18.90958564,12.36323585,10.48749411,8.422091529,0.427255195,0.751057689,0.877612789,0.877948196,0.335130432,0.97704201,0.992708972,0.996891157,0.999896019,0.728978727,0.877026202,0.517228799,NO
AGRN-N932-H5N4F1,23.24356979,21.18346785,23.26919299,23.51935522,23.80922163,23.78068537,23.07912651,23.44253397,23.12360711,23.65987384,23.66188297,21.60559762,22.28585718,23.51056549,23.24060131,23.72482682,23.74372507,22.55346393,23.34182699,22.11909449,23.83915131,23.75014252,24.20938664,22.35591409,24.58169185,23.30764277,22.8468834,23.20520084,24.41104373,23.91652799,23.95321962,23.76672568,22.14347765,23.47888196,24.82032168,23.30243077,23.07222708,21.45820639,23.0487828,23.25021825,23.74635469,24.20879491,23.93762942,23.20216443,23.12859686,23.24635804,22.87223616,22.80051522,23.37497048,23.34882626,23.70762411,22.80458354,22.90243966,22.92690154,23.86789513,>>DiffResult,23.09490381,23.64235851,23.22944919,23.64470806,23.18523501,0.549804253,0.257636107,0.823347708,0.988129645,0.69420873,0.999913174,0.53905795,1,0.763480073,0.287795961,0.997426774,0.607883973,0.34697766,NO
AGRN-N932-H5N4F2,19.13717489,0,0,0,20.50232525,18.23876948,0,0,0,0,19.40479434,18.97475854,0,20.40397607,0,0,0,0,0,0,0,18.60735049,0,0,0,0,0,0,0,0,20.88757431,19.63593006,20.0883568,0,19.80593653,0,0,0,0,19.49540181,20.27232139,21.98254703,20.57399614,21.49185489,0,21.83981272,24.08503806,0,0,22.76758761,20.61996844,21.01988767,0,0,26.63576958,>>DiffResult,5.833089928,1.860735049,9.991319951,16.86414389,13.69680641,15.00340884,0.01615191,0.681806865,0.791429587,0.326170316,0.906533286,0.156788664,0.044652782,0.973322571,0.817481079,0.223090608,0.056571953,0.044219163,YES
AGRN-N932-H5N4S1,22.72194789,0,22.4306913,21.66737761,22.81209806,22.71682767,22.09321874,22.85205475,22.53801582,20.93698606,22.24284548,21.84094395,22.15446583,22.36027006,0,22.74342885,22.40779734,21.11161944,22.0473125,20.82374166,0,20.16130001,21.37889207,0,19.82041627,0,20.95673695,21.30676274,20.73770082,21.84813049,21.71628837,20.56634371,0,0,21.34305859,21.77160813,0,19.23256219,20.6615765,20.03644342,0,20.64094926,21.37738187,0,0,0,0,0,0,19.89375036,0,0,0,0,21.18395603,>>DiffResult,19.92508215,14.62099393,14.53278809,8.403666227,4.107770639,15.81731151,0.000591773,0.714596411,0.522204274,0.999999942,0.079859984,0.085530291,0.703729246,0.900999413,0.538366267,0.000263471,0.075894845,0.003476297,YES
AGRN-N932-H5N4S1F1,26.44521916,25.62967088,26.32583509,24.64669612,26.64602459,26.71413245,25.63653718,25.93933419,26.53917275,25.7501416,26.10450958,25.71568315,26.12059368,26.52113192,25.69665934,27.45698022,26.7360338,25.53078366,25.6766501,25.39845539,25.47394839,25.52467168,26.10113775,24.95380016,26.89901776,25.01626242,25.44934778,25.72397385,26.06759874,26.57956889,26.03699999,25.51519793,25.18403644,25.66315511,27.16187508,27.15984407,25.06739826,25.09035053,25.84707566,25.3269477,26.21760243,25.70830109,26.2120503,24.65070763,25.01599008,23.84955966,22.78316786,25.33948083,25.22973793,24.83067157,26.22198888,24.76463238,24.83965127,24.97810608,26.45182348,>>DiffResult,26.06151224,25.77893274,25.80528808,25.56093031,24.92888199,1.132630248,0.008343001,0.976023001,0.904947657,0.999991354,0.087645827,0.678256019,0.984275212,0.551414505,0.869738039,0.002843643,0.104116315,0.026359373,YES
