protein,Raw_NS.1,Raw_NS.2,Raw_NS.3,Raw_NS.4,Raw_NS.5,Raw_NS.6,Raw_NS.7,Raw_NS.8,Raw_NS.9,Raw_NS.10,Raw_NS.11,Raw_NS.12,Raw_NS.13,Raw_NS.14,Raw_NS.15,Raw_NS.16,Raw_NS.17,Raw_NS.18,Raw_NS.19,Raw_NS.20,Raw_OA.1,Raw_OA.2,Raw_OA.3,Raw_OA.4,Raw_OA.5,Raw_OA.6,Raw_OA.7,Raw_OA.8,Raw_OA.9,Raw_OA.10,Raw_HS.1,Raw_HS.2,Raw_HS.3,Raw_HS.4,Raw_HS.5,Raw_HS.6,Raw_HS.7,Raw_HS.8,Raw_HS.9,Raw_HS.10,Raw_MA.1,Raw_MA.2,Raw_MA.3,Raw_MA.4,Raw_MA.5,Raw_SCO.1,Raw_SCO.2,Raw_SCO.3,Raw_SCO.4,Raw_SCO.5,Raw_SCO.6,Raw_SCO.7,Raw_SCO.8,Raw_SCO.9,Raw_SCO.10,>>NormaExpression,NS.1,NS.2,NS.3,NS.4,NS.5,NS.6,NS.7,NS.8,NS.9,NS.10,NS.11,NS.12,NS.13,NS.14,NS.15,NS.16,NS.17,NS.18,NS.19,NS.20,OA.1,OA.2,OA.3,OA.4,OA.5,OA.6,OA.7,OA.8,OA.9,OA.10,HS.1,HS.2,HS.3,HS.4,HS.5,HS.6,HS.7,HS.8,HS.9,HS.10,MA.1,MA.2,MA.3,MA.4,MA.5,SCO.1,SCO.2,SCO.3,SCO.4,SCO.5,SCO.6,SCO.7,SCO.8,SCO.9,SCO.10,>>DiffResult,NS_mean,OA_mean,HS_mean,MA_mean,SCO_mean,Log2FC(Max/Min),ANOVA_pvalue,MA-HS,NS-HS,OA-HS,SCO-HS,NS-MA,OA-MA,SCO-MA,OA-NS,SCO-NS,SCO-OA,ANOVA_p.adjust,Diff
ACP3-N94-H5N4S2F1,4993013.683,,,4590394.68,2224378.892,4320396.741,4967389.221,3732800.93,477334.2716,8020770.891,,7066024.318,346937.6384,4608297.69,,29555105.78,4920575.486,,7229784.396,,15721190.24,19195832,25751258.08,9841879.959,26527788.47,8096862.483,,8852166.004,52135948.9,11624398.14,5811984.652,4362845.529,9141740.101,12209593.19,,,5053285.361,3672407.569,4619476.807,,8106575.35,5156578.614,2651402.092,29785878.48,,3740381.887,,9763165.253,,,,,2963331.256,,2051119.885,>>NormaExpression,22.25147972,0,0,22.13018708,21.08497177,22.0427327,22.24405665,21.83182753,18.86464342,22.93530965,0,22.75246749,18.404321,22.1358028,0,24.8169041,22.23039592,0,22.78552139,0,23.9062072,24.19428983,24.61813964,23.23050264,24.66100113,22.94893172,0,23.07759924,25.63577518,23.47065281,22.47059971,22.05683829,23.12403753,23.54151191,0,0,22.26879051,21.80829514,22.13929835,0,22.95066132,22.29798301,21.33832459,24.82812522,0,21.83475453,0,23.21891767,0,0,0,0,21.49878896,0,20.96798109,>>DiffResult,15.32553106,21.57430994,15.74093714,18.28301883,8.752044225,12.82226571,0.098510178,0.990919606,0.999971447,0.705850155,0.547823701,0.977513532,0.976173743,0.440515681,0.516609806,0.465839322,0.052644509,0.170101031,NO
ACP3-N94-H5N5S2,,,,,,,1169082.39,732140.3721,,,821155.611,339853.7112,,693950.8325,991349.9035,1508572.513,559097.453,,736085.6098,,1003545.241,1092410.681,1808766.392,742923.0465,1968738.667,,1094293,889265.9173,2667981.68,1086451.416,,,,855322.0787,1242990.663,,,,,,1049654.92,409983.4428,,,,,,,,447190.1906,,,,,1125578.081,>>NormaExpression,0,0,0,0,0,0,20.15694641,19.48176273,0,0,19.64729787,18.3745586,0,19.404476,19.91903629,20.52475357,19.09274283,0,19.489516,0,19.93667566,20.05908522,20.78657546,19.5028552,20.90884092,0,20.06156896,19.76225699,21.34731787,20.05119356,0,0,0,19.70610994,20.24538519,0,0,0,0,0,20.00148506,18.64520964,0,0,0,0,0,0,0,18.77053224,0,0,0,0,20.10223599,>>DiffResult,8.804554515,18.24163698,3.995149513,7.729338939,3.887276823,14.35436016,0.004471766,0.939199673,0.633844792,0.006695715,0.999999873,0.999221331,0.213524598,0.932965154,0.062512489,0.61415515,0.006186875,0.016076275,YES
ACP3-N94-H5N5S2F1,,,,,,,,437427.4804,,,,,,,,2221738.286,,,,,682122.6262,,2846209.763,,2048097.401,,841105.1703,779527.8824,3610196.768,773702.433,,273087.686,854531.1054,,1502282.101,1619788.861,,,,,,,,1730509.207,,,,,,,,,,,845090.7934,>>NormaExpression,0,0,0,0,0,0,0,18.73868763,0,0,0,0,0,0,0,21.0832581,0,0,0,0,19.37967371,0,21.44061107,0,20.9658536,0,19.68192839,19.57224295,21.78364644,19.56142115,0,18.05901002,19.70477517,0,20.51872528,20.62737523,0,0,0,0,0,0,0,20.72276602,0,0,0,0,0,0,0,0,0,0,19.68874853,>>DiffResult,1.991097287,14.23853773,7.89098857,4.144553204,1.968874853,12.26966288,0.002831392,0.912727983,0.331959183,0.403220249,0.4737825,0.983078498,0.163348664,0.987495297,0.00226577,0.999999999,0.010601408,0.011532744,YES
ACP3-N94-H6N5S1,,6028919.518,2421460.538,,,,6014315.664,728751.1256,,1065458.342,,,,,4900238.513,7231502.358,5167539.83,,3912864.127,,7786361.228,11536320.81,9055115.46,7328427.962,7878900.636,,5817521.538,6656189.44,26994248.31,9271050.796,2044148.17,,2934940.434,5083883.799,,5240833.066,,4192591.153,,2891481.026,,3609066.53,2290559.851,13143063.95,,1413136.106,1234490.316,,,,2907876.96,,1271985.097,,1640513.484,>>NormaExpression,0,22.52346828,21.20744666,0,0,0,22.5199694,19.47506866,0,20.02304411,0,0,0,0,22.22442084,22.78586417,22.30104645,0,21.89979395,0,22.89251803,23.45967998,23.11030177,22.80507252,22.90956309,0,22.47197346,22.66626528,24.68614876,23.14430159,20.96306905,0,21.48490028,22.27749991,0,22.321365,0,21.99941106,0,21.4633777,0,21.78319471,21.12726946,23.64779841,0,20.43047002,20.23548526,0,0,0,21.47153529,0,20.27865147,0,20.6457169,>>DiffResult,9.748006126,20.81458245,13.0509623,13.31165252,10.30618589,11.06657632,0.110640079,0.999999042,0.927902124,0.480610748,0.977534498,0.961394881,0.696731848,0.985166254,0.068651313,0.999920084,0.190068872,0.184242525,NO
ACP3-N94-H6N5S1F1,,5533112.228,,1484616.235,1107097.189,,6627084.446,2173754.044,,3485244.271,2142187.791,2971484.774,514609.6939,,6599614.686,11825178.78,5722925.907,,3202715.973,573493.1142,8466018.357,12706943.6,14789929.39,6704042.361,20273561.52,4155856.281,7249560.208,6259675.428,35331917.1,14239574.63,2862854.324,,,5168250.233,8760646.126,8710696.712,2819218.334,689077.1784,,4024235.925,6297834.702,3168801.603,1898463.543,15217288.98,7578933.739,1075802.728,,,,1491084.764,10842020.03,657686.6717,,1743673.209,1361830.824,>>NormaExpression,0,22.39966002,0,20.50165959,20.07835175,0,22.65994309,21.05175794,0,21.73282876,21.0306542,21.50275304,18.97312191,0,22.65395058,23.49535878,22.44832175,0,21.61086488,19.12941915,23.01325236,23.59911384,23.81811193,22.67660005,24.27309629,21.98671468,22.78946225,22.57765665,25.07446874,23.76340282,21.44902333,0,0,22.30124477,23.06260601,23.05435685,21.42686429,19.39430815,0,21.94028381,22.58642469,21.59550636,20.85640162,23.85920812,22.85356365,20.03698346,0,0,0,20.50793181,23.37013037,19.3270431,0,20.73369908,20.37711712,>>DiffResult,14.96343227,23.35718796,15.26286872,22.35022089,12.43529049,10.92189746,0.040855049,0.601558597,0.999986922,0.270470397,0.954062553,0.473000002,0.999589111,0.270333434,0.126312184,0.94862434,0.063658922,0.088817604,NO
ACP3-N94-H6N5S2,,8207287.891,,3676280.518,5040627.026,3246861.132,13772651.06,6543835.97,8506009.788,5975050.873,6729977.609,6050235.929,3153154.354,3373875.763,6483504.03,17683862.03,5282526.819,2104378.722,6662197.272,1530900.339,6645325.035,10518781.72,15645875.42,8986537.442,19819543.58,,10958437.07,11360226.25,28697716.27,11296589.99,5172869.71,,604534.5303,8755331.858,9309447.452,7547215.172,2806121.523,2085211.054,3735052.494,2624455.118,5080994.487,4869832.444,2947178.945,14961824.21,8261730.934,2163297.426,,4842160.553,2170607.526,4517494.409,10640586.19,,2350222.788,,1160167.646,>>NormaExpression,0,22.96847431,0,21.80981582,22.26517206,21.6306147,23.71530306,22.64170538,23.02005125,22.51051981,22.68217049,22.52856021,21.58836482,21.68597585,22.62834252,24.07593013,22.33279703,21.00496362,22.66756686,20.54594988,22.66390855,23.32646442,23.89927914,23.09933408,24.24042048,0,23.38553885,23.43748836,24.77443265,23.42938414,22.3025337,0,19.20546761,23.0617306,23.15026427,22.84751317,21.42014657,20.99176267,21.83269747,21.32358704,22.27667975,22.215441,21.49090372,23.83478285,22.97801282,21.04480127,0,22.20721978,21.04966813,22.1070917,23.34307443,0,21.16436671,0,20.1459031,>>DiffResult,20.11511389,21.22562507,19.61357031,22.55916403,15.10621251,7.452951515,0.314693299,0.952535503,0.999798148,0.989023934,0.670104703,0.96619766,0.997570537,0.382584847,0.995419416,0.434334062,0.376920096,0.405150294,NO
ACP3-N94-H6N5S2F1,2453076.959,4635420.111,2785218.917,2743062.102,5510867.216,3319319.58,5123375.354,3737352.167,5821910.527,1224145.099,8606869.71,4473242.438,2511366.803,3451001.355,7297568.974,19843915.32,6594347.553,,4868530.965,,8575769.027,13492549.42,17342193.81,9247396.532,19731425.83,3664695.191,9740257.177,9911656.236,35715098.54,12357962.27,5869379.617,3230207.281,4371022.223,8867152.412,12654922.03,12629814.72,4529274.864,1818256.839,3913662.869,4535884.782,5296421.846,3738919.985,2443212.176,9820615.514,7894580,,2321693.331,4221120.416,,2975235.212,8293695.931,1133930.831,2074949.072,2766289.479,5767944.296,>>NormaExpression,21.22616165,22.14426898,21.40935981,21.38735638,22.3938482,21.66245654,22.28866344,21.83358547,22.47306148,20.22334432,23.03705737,22.09288984,21.2600419,21.71858403,22.79898471,24.24219344,22.65279871,0,22.21505538,0,23.03183479,23.68565974,24.04778316,23.14061598,24.23399195,21.80526217,23.21552858,23.24069487,25.09003081,23.55893765,22.48477684,21.62319576,22.05953961,23.08003961,23.5931954,23.59033025,22.11084898,20.79412537,21.90008842,22.11295288,22.33658688,21.83419055,21.22034832,23.22738217,22.91243127,0,21.14674661,22.0091949,0,21.50457278,22.9835839,20.11290248,20.98464519,21.39952123,22.45962605,>>DiffResult,19.85298558,23.50503397,22.33490931,22.30618784,17.26007931,6.244954656,0.125921074,0.999999998,0.7985885,0.990914585,0.294404751,0.912525635,0.99541188,0.503757405,0.480457815,0.77180333,0.125003927,0.204731204,NO
ACP3-N94-H6N5S3,1453182.099,,994228.5263,,1593257.162,,2597272.969,1173357.328,2822364.893,2000146.445,2851937.778,2454848.588,1058520.326,,3066899.43,8029534.788,,,2274892.807,,,1657787.418,6998326.609,1555341.794,771800.6378,,2944106.71,2062143.891,8852058.577,2796536.192,1183900.609,,,1714228.842,3239432.674,2425793.789,,,638866.3431,887510.4923,,,,,2573282.927,,,,,,,,,,,>>NormaExpression,20.47078506,0,19.92321942,0,20.60354862,0,21.30856677,20.16221223,21.4284736,20.93167492,21.44351158,21.2272032,20.0136189,0,21.5483499,22.93688515,0,0,21.11736777,0,0,20.66082846,22.73857877,20.56880115,19.55787058,0,21.48939902,20.97571427,23.07758173,21.41521009,20.17511776,0,0,20.70912913,21.62731019,21.21002608,0,0,19.28515687,19.75940628,0,0,0,0,21.29517922,0,0,0,0,0,0,0,0,0,0,>>DiffResult,13.65577086,17.04839841,12.27661463,4.259035843,0,17.04839841,0.000553515,0.497038559,0.994841974,0.765447869,0.030824743,0.249362136,0.091427419,0.911299173,0.869626179,0.002696484,0.001007614,0.003308893,YES
ACP3-N94-H6N5S3F1,1017856.154,,456374.8916,692119.3849,2043095.984,804341.4117,,,,2626865.064,1985901.491,2411520.516,,,2020428.158,8493843.157,,,1458578.908,,,2247534.644,4844571.281,,,,2478028.979,1968320.727,8852317.656,1894318.652,1251331.621,,,,4078111.855,4460717.687,1105598.356,,,1026513.585,,,258438.808,,1585205.182,,,,,,,,,932208.3496,1236306.76,>>NormaExpression,19.95710368,0,18.79986306,19.40066347,20.96232626,19.61745027,0,0,0,21.32491121,20.92136336,21.20151225,0,0,20.94623034,23.01798621,0,0,20.476133,0,0,21.09991257,22.20793787,0,0,0,21.24076221,20.90853462,23.07762395,20.85324836,20.2550339,0,0,0,21.95947027,22.08884474,20.07639725,0,0,19.9693227,0,0,17.97946878,0,20.59623907,0,0,0,0,0,0,0,0,19.83029446,20.23760649,>>DiffResult,11.33127715,12.93880196,10.43490688,7.71514157,4.006790095,8.932011863,0.335790672,0.989114157,0.999438719,0.982930502,0.642695367,0.956727804,0.889399865,0.965796909,0.994502817,0.37579772,0.321235282,0.424826077,NO
ACP3-N94-H7N6S1,,442083.7252,,,,,,,,,390724.2599,374046.6942,,,506916.5963,1187890.665,,,,,,1250192.558,1290139.785,652433.9059,2139376.865,266964.24,,,3623147.638,1238323.829,,,346298.6712,881692.3473,1295644.285,495872.1248,,,,,,469785.5686,,,1021561.985,,,,,,825174.5989,,,,803239.9676,>>NormaExpression,0,18.75396336,0,0,0,0,0,0,0,0,18.575795,18.51286271,0,0,18.95139172,20.17997184,0,0,0,0,0,20.25372004,20.29909708,19.31547444,21.02875989,18.02629238,0,0,21.78881256,20.23995837,0,0,18.40166149,19.74991745,20.30523937,18.91961151,0,0,0,0,0,18.84164594,0,0,19.96234673,0,0,0,0,0,19.65434163,0,0,0,19.61547333,>>DiffResult,4.748699232,14.09521148,7.737642982,7.760798533,3.926981496,10.16822998,0.093192621,1,0.915577831,0.53324559,0.883318591,0.964223048,0.713946074,0.939363942,0.078642929,0.999336496,0.110339768,0.164317004,NO
ACP3-N94-H7N6S1F1,,396318.2168,,,,,839233.5637,,,,436411.7758,335646.0911,,,504301.0884,1408763.38,454796.4514,,,,401006.7126,1681433.5,1896225.66,1272135.187,2717125.055,312531.9071,,1087357.487,5193171.287,1406048.048,,,499801.9354,1093430.252,1559604.806,,,194846.5581,,,593019.8306,,,947352.9791,968824.6204,,,572176.8547,,,1058430.262,,,295184.1168,1556613.054,>>NormaExpression,0,18.5963034,0,0,0,0,19.67871457,0,0,0,18.73533381,18.35658561,0,0,18.94392867,20.42599891,18.79486464,0,0,0,18.61327046,20.68126115,20.85469999,20.27882169,21.37365007,18.25364858,0,20.05239622,22.30818466,20.42321549,0,0,18.93099985,20.06043109,20.57275,0,0,17.57198633,0,0,19.17772326,0,0,19.85354406,19.88587749,0,0,19.12610414,0,0,20.01349615,0,0,18.17126046,20.56997986,>>DiffResult,6.676586481,18.28391483,7.713616726,11.78342896,7.78808406,11.60732835,0.029098993,0.929485625,0.998441704,0.097181153,0.999999976,0.806115408,0.706147896,0.933784353,0.018049876,0.997956199,0.101083255,0.068999437,NO
ACP3-N94-H7N6S2,,,,,,,634003.3365,,,,,465800.1558,,,,,,,,,,1182704.698,1896400.833,,2004345.995,,1192449.375,1268926.2,3198653.699,790657.0551,,,,471774.1792,,,,,,,,,,,,,,,,,,,,,665828.3244,>>NormaExpression,0,0,0,0,0,0,19.27413318,0,0,0,0,18.82935469,0,0,0,0,0,0,0,0,0,20.17365969,20.85483326,0,20.93470086,0,20.1854978,20.27517787,21.60903383,19.59269437,0,0,0,18.84773999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.34479289,>>DiffResult,1.905174394,14.36255977,1.884773999,0,1.934479289,14.36255977,7.60E-05,0.985029681,0.999999999,0.000970649,0.999999981,0.978154952,0.002150452,0.983503783,0.000116704,0.999999996,0.001023921,0.00075336,YES
ACP3-N94-H7N6S2F1,,,,,,,363754.7701,,,,862177.0043,268457.1219,,,,1887795.099,,,,,,,2019163.294,,2284620.595,,535519.8921,1149117.009,3879404.934,769936.5275,,,274825.6125,936722.7137,1325609.283,814492.4695,,,,,,,,,,,,426211.4163,,,642457.1719,,,,578937.9402,>>NormaExpression,0,0,0,0,0,0,18.47261061,0,0,0,19.71762623,18.03433753,0,0,0,20.84827152,0,0,0,0,0,0,20.94532687,0,21.1235238,0,19.03058333,20.13209553,21.88740431,19.55438187,0,0,18.06816219,19.83726406,20.33822527,19.63554361,0,0,0,0,0,0,0,0,0,0,0,18.7012131,0,0,19.293243,0,0,0,19.14305167,>>DiffResult,3.853642294,12.26733157,7.787919512,0,5.713750777,12.26733157,0.076966941,0.495196459,0.777166953,0.785904299,0.984197718,0.904608172,0.097182631,0.759952576,0.114725508,0.982006853,0.464799581,0.139929011,NO
ADAM9-N125-H5N2,1599509.116,,,,,,,,,,,,1462837.408,,,2901454.982,,,1068496.25,,,,,,,,,1061099.125,,,,,,,,,,,,,,5066284.386,,4413738.771,1914221.174,,,,,2878446.921,,,,,2265619.163,>>NormaExpression,20.60919869,0,0,0,0,0,0,0,0,0,0,0,20.48033898,0,0,21.46834561,0,0,20.02715176,0,0,0,0,0,0,0,0,20.01712936,0,0,0,0,0,0,0,0,0,0,0,0,0,22.27249692,0,22.07357014,20.86832686,0,0,0,0,21.45685968,0,0,0,0,21.11147458,>>DiffResult,4.129251752,2.001712936,0,13.04287878,4.256833426,13.04287878,0.052816223,0.027662049,0.647991586,0.977991399,0.736974401,0.163806901,0.086823359,0.251572484,0.953962051,0.99999924,0.966049996,0.107191257,NO
ADGRG2-N551-H9N2,447556.07,956966.2302,383766.1477,,,607394.5572,241287.5947,694736.0666,838158.8404,1061523.487,387746.5586,,,447619.0858,,,411446.5082,393378.6031,524667.682,393134.5294,,,,,,,,333858.2675,,,,290205.6193,,,,,,,,,,,,,,,,278265.7565,207385.9993,,543495.5522,,,189390.8205,537094.1106,>>NormaExpression,18.77171213,19.86811,18.54987169,0,0,19.21227683,17.8804002,19.40610755,19.67686587,20.01770622,18.56475817,0,0,18.77191525,0,0,18.65034886,18.58556263,19.00104715,18.58466723,0,0,0,0,0,0,0,18.34888056,0,0,0,18.1467209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.08610904,17.66196593,0,19.05191136,0,0,17.5310145,19.03481806,>>DiffResult,13.27706749,1.834888056,1.81467209,0,9.136581889,13.27706749,0.000181717,0.992577038,0.002961922,1,0.223467896,0.009512723,0.992256662,0.207551895,0.003023766,0.635956392,0.225867584,0.001454978,YES
AGRN-N135-H5N4S2,5246407.529,7983417.825,5231960.275,3242273.101,7676890.227,3861358.356,,,8589378.652,5570622.243,6275800.099,,11756573.71,10634705.2,4519206.946,,6224127.885,2525978.036,5805568.024,3160750.468,,,1757393.598,,3016368.038,,3437511.516,,,,,,,,3625277.487,6994311.467,,1246909.661,1652954.917,,,,,,,,,,,,3016400.25,,,4106634.363,2153278.351,>>NormaExpression,22.32289872,22.92857527,22.31892043,21.62857463,22.87209078,21.88067739,0,0,23.03412251,22.40940732,22.5813682,0,23.48696445,23.34227684,22.10763851,0,22.5694405,21.26841124,22.46900605,21.59183617,0,0,20.74500673,0,21.52438152,0,21.71293354,0,0,0,0,0,0,0,21.78966039,22.73775082,0,20.24992667,20.65661682,0,0,0,0,0,0,0,0,0,0,0,21.52439692,0,0,21.96952542,21.03810407,>>DiffResult,17.94061045,6.398232178,8.54339547,0,6.453202641,17.94061045,0.000996104,0.492696163,0.102754291,0.987206265,0.988396742,0.004353291,0.744250498,0.738243326,0.025678438,0.026687976,0.999999994,0.005221728,YES
AGRN-N250-H3N2F2,885202.8684,1010398.859,542313.634,1139845.466,911433.8017,938400.2567,623834.729,716239.0916,1028705.403,637938.5884,1096084.905,581520.1725,513113.5552,1138242.389,897586.4357,1660178.844,1991356.987,921581.3996,753128.3975,1337344.941,,516567.3677,490457.5726,282464.6048,1509881.693,811327.5716,315886.2282,1002824.009,1290919.684,1056523.36,367800.397,444498.5367,410711.0192,223105.3247,885320.0265,554586.2021,,230040.5391,,,1275311.896,,,2563636.553,2190817.871,1747487.351,293865.8025,948106.2819,1134251.801,519961.068,2063237.586,725020.157,844030.4355,1006137.515,1621465.548,>>NormaExpression,19.75565023,19.94649491,19.04877058,20.12040808,19.79777993,19.83984542,19.25080666,19.45008375,19.97239986,19.28306028,20.06392944,19.14947219,18.96892142,20.11837765,19.77569296,20.6629081,20.92532117,19.81375364,19.52253823,20.35094128,0,18.97859978,18.90377176,18.10771568,20.52600504,19.62992677,18.26905008,19.93563845,20.29996893,20.0108946,18.48856743,18.76182239,18.64776764,17.76737189,19.75584116,19.0810548,0,17.81153487,0,0,20.28241982,0,0,21.28976088,21.06303878,20.73685141,18.16480286,19.85469079,20.11331079,18.98804685,20.97647923,19.46766357,19.68693721,19.9403975,20.62886783,>>DiffResult,19.79085779,17.46615711,13.03139602,12.5270439,19.8558048,7.328760908,0.009544341,0.999838983,0.026948589,0.415473113,0.070028894,0.093875743,0.511521117,0.144358977,0.827103039,0.999999821,0.879309908,0.029516757,YES
AGRN-N250-H3N3F2,723544.4902,,642008.5876,1375343.514,887113.197,964358.2023,912200.4786,877626.9708,,,912257.9141,613921.3086,,1206171.099,1025995.854,1814390.52,3009502.163,683797.2375,438466.2815,1614900.355,1290794.048,1074406.061,1036956.344,718035.0643,2351609.069,1564538.769,697182.5229,941638.1895,2721557.595,1977059.128,747511.7408,712044.1955,658892.5469,481090.5967,1609441.214,1082156.922,411062.7459,330322.8697,,607622.0955,820272.9466,,512040.2209,1306771.203,922762.2946,1280501.794,,933827.8579,1227479.069,642195.9809,2238641.189,781007.9182,1142093.522,1311747.79,1613978.797,>>NormaExpression,19.4647242,0,19.29223532,20.39136162,19.75876031,19.87921109,19.79899298,19.74324998,0,0,19.79908382,19.22769657,0,20.20200434,19.96859488,20.79105437,21.5210939,19.38321118,18.74210967,20.62301461,20.29982852,20.03510926,19.98392512,19.45369678,21.16521743,20.5773069,19.41117895,19.84481484,21.37600167,20.91492532,19.51173864,19.44160929,19.32968587,18.87595207,20.61812935,20.04547962,18.64900261,18.3335217,0,19.21281718,19.64574628,0,18.96590043,20.31757624,19.81560109,20.28827897,0,19.83279865,20.22726817,19.29265636,21.09419252,19.5749795,20.12325063,20.32306003,20.62219109,>>DiffResult,15.92931994,20.30620048,17.40179363,15.74896481,18.13786759,4.557235669,0.532233396,0.991628892,0.980078969,0.872519376,0.999206039,0.999998116,0.735813748,0.967122882,0.463423316,0.916462771,0.952091982,0.605823602,NO
AGRN-N250-H4N3F1,358245.146,,,447447.5476,573777.2033,759508.3417,394535.5673,702778.6342,475133.6694,218069.9742,604375.0168,228273.7233,448142.4899,647452.5301,666200.1995,1072689.572,1045210.799,339575.6078,,633148.0848,372175.4468,,,,1262256.714,230995.3013,217245.3708,747529.8285,819182.2057,680269.6342,296692.2199,390115.1882,,,980208.6513,821765.0302,,,,,553537.0077,,405826.2806,,474410.4874,599197.9946,,337925.735,466189.3811,,1239061.379,,,635662.9907,860672.9133,>>NormaExpression,18.45059166,0,0,18.77136227,19.13013364,19.53470818,18.5897995,19.42271286,18.85797695,17.73443823,19.20508689,17.80041159,18.77360121,19.30441712,19.34559843,20.03280255,19.99536389,18.37337755,0,19.27218572,18.50562723,0,0,0,20.26757506,17.81751023,17.72897255,19.51177355,19.64382661,19.37574929,18.17861243,18.57354434,0,0,19.90273083,19.64836817,0,0,0,0,19.07832285,0,18.63050632,0,18.85577942,19.19267568,0,18.36635097,18.83055971,0,20.24081739,0,0,19.27790484,19.71510722,>>DiffResult,16.12972841,13.28510345,7.630325577,11.31292172,11.56234158,8.499402835,0.172436054,0.939950277,0.109167395,0.608544912,0.855127406,0.809179363,0.993957827,0.999998322,0.91891233,0.669002105,0.992178326,0.258345116,NO
AGRN-N250-H4N3F2,3843953.525,4138207.119,3880424.94,6615233.892,6001586.274,5761273.931,4590320.642,5180908.617,4980273.159,3015417.526,5373011.922,3561656.472,5340380.259,5491783.099,6387331.222,9071739.962,14837367.59,4282132.199,3266915.738,8503463.247,6250820.503,4353947.619,4318101.229,2904564.506,10021865.19,6225631.148,3005533.268,5331077.828,11055206.27,7120412.276,3488252.745,3165861.869,2719631.731,2956899.326,10571105.68,5753092.364,1881754.402,1519662.504,2319040.99,2693382.968,5652256.653,2738866.49,3385700.882,7317213.571,5123689.401,6776402.058,1416356.521,4154023.669,5748323.614,3279056.048,12444543.89,3260494.138,6339577.319,5364522.389,10530597.94,>>NormaExpression,21.87415984,21.98057477,21.88778359,22.65736095,22.51691268,22.45795667,22.13016382,22.30477398,22.24779373,21.52392682,22.35729988,21.76411735,22.34851131,22.38884348,22.60678206,23.11294801,23.82273192,22.02989824,21.63949826,23.01961927,22.57561438,22.05389295,22.04196597,21.46989094,23.25664784,22.5697889,21.51919004,22.34599608,23.39822274,22.76352955,21.73407356,21.59416734,21.37498041,21.49565418,23.33362308,22.45590645,20.84364768,20.53532048,21.14509751,21.36098848,22.4303958,21.38514804,21.69102352,22.80286313,22.28875187,22.69208826,20.43375405,21.98607835,22.4547101,21.64484957,23.56901013,21.63665964,22.59595545,22.35501857,23.32808416,>>DiffResult,22.33358283,22.39947394,21.58734592,22.11963647,22.26962083,0.812128022,0.063922673,0.628046523,0.055920579,0.081285904,0.195094426,0.971518448,0.94646617,0.994663846,0.999165906,0.999258085,0.993318907,0.123625148,NO
AGRN-N250-H4N3S1F1,807066.6329,700267.7344,358737.3464,1816102.047,596407.3746,1483699.427,834591.3486,747545.8781,972840.8199,481885.5379,1430577.324,379354.7626,936628.8982,558917.8098,951450.2438,1592076.038,1402034.045,552599.1879,1498399.511,809483.559,478328.6654,,658162.8301,,905654.0735,,496466.8231,838270.1333,,787324.0853,,,,,,,,164042.2573,,,1693537.868,,,1012757.329,,,,859165.8253,277335.3888,724136.0257,3152786.386,471096.2611,352762.9431,726266.0765,1852232.696,>>NormaExpression,19.62233005,19.41754915,18.45257244,20.79241463,19.18594099,20.5007684,19.67071217,19.51180453,19.89184572,18.87833397,20.44816706,18.53319193,19.83711957,19.0922792,19.8597702,20.60247872,20.41909098,19.07587653,20.51499187,19.62664404,18.86764574,0,19.32808722,0,19.78860217,0,18.92134069,19.67705742,0,19.58659992,0,0,0,0,0,0,0,17.32371677,0,0,20.69160967,0,0,19.94985852,0,0,0,19.71257876,18.0812774,19.46590319,21.58819645,18.84566542,18.42834358,19.47014066,20.8208347,>>DiffResult,19.69669411,11.61693332,1.732371677,8.128293637,15.64129402,17.96432243,2.72E-07,0.429624502,1.04E-07,0.016379664,0.000282572,0.010723385,0.879961975,0.26988192,0.026714834,0.538952034,0.675511125,9.07E-06,YES
